BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001471	BGC0001471	Amycolatopsis saalfeldensis strain DSM 44993, whole genome shotgun sequence	thioamitides.thiopeptide	RiPPs	Amycolatopsis saalfeldensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001472	BGC0001472	Streptomyces bernensis strain UC 5144 S12 ribosomal protein (S12), S7 ribosomal protein (S7), elongation factor G (EF-G), and elongation factor Tu (EF-Tu) genes, complete cds; berninamycin gene cluster, complete sequence; and LmbE family protein gene, partial cds	LAP.thiopeptide	RiPPs	Streptomyces bernensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001473	BGC0001473	Micromonospora arborensis strain NRRL 8041 Micromonospora_arborensis_8041_contig_27, whole genome shotgun sequence	thioamitides.thiopeptide	RiPPs	Micromonospora arborensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001474	BGC0001474	Streptomyces tateyamensis strain ATCC 21389 Streptomyces_tateyamensis_21389_contig_40, whole genome shotgun sequence	thioamitides.thiopeptide	RiPPs	Streptomyces tateyamensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001485	BGC0001485	Actinoplanes tsinanensis chuangxinmycin biosynthetic gene cluster, complete sequence	RiPP-like	RiPPs	Actinoplanes tsinanensis	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0001486	BGC0001486	Pseudomonas syringae pv. maculicola str. ES4326 contig13.14, whole genome shotgun sequence	RiPP-like	RiPPs	Pseudomonas syringae pv. maculicola str. ES4326	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001493	BGC0001493	Streptomyces achromogenes subsp. achromogenes strain NRRL B-2120 contig2.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces achromogenes subsp. achromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001494	BGC0001494	Acinetobacter gyllenbergii CIP 110306 = MTCC 11365 strain CIP 110306 acVBN-supercont1.11, whole genome shotgun sequence	lassopeptide	RiPPs	Acinetobacter gyllenbergii CIP 110306 = MTCC 11365	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0001496	BGC0001496	Actinokineospora spheciospongiae strain EG49 contig1268_1, whole genome shotgun sequence	lassopeptide	RiPPs	Actinokineospora spheciospongiae	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora
BGC0001505	BGC0001505	Sphaerospermopsis sp. LEGE 00249 sphaerocyclamide gene cluster, partial sequence	cyanobactin	RiPPs	Sphaerospermopsis sp. LEGE 00249	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,unclassified Sphaerospermopsis
BGC0001506	BGC0001506	Streptomyces sp. NRRL S-146 contig56.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. NRRL S-146	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001507	BGC0001507	Streptomyces olindensis strain DAUFPE 5622 103, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces olindensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001539	BGC0001539	Streptomyces cattleya str. NRRL 8057 main chromosome, complete genome	lassopeptide	RiPPs	Streptomyces cattleya NRRL 8057 = DSM 46488	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001548	BGC0001548	Streptomyces albulus strain B-3066 B3066_ACTTGA_L001_R1_001_(paired)_contig_20, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces albulus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001549	BGC0001549	Streptomyces aurantiacus JA 4570 Seq17, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces aurantiacus JA 4570	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001550	BGC0001550	Streptomyces katrae strain NRRL B-16271 contig33.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces katrae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001551	BGC0001551	Streptomyces glaucescens strain GLA.O chromosome, complete genome	lassopeptide	RiPPs	Streptomyces glaucescens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001552	BGC0001552	Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome	lassopeptide	RiPPs	Streptomyces avermitilis MA-4680 = NBRC 14893	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001576	BGC0001576	Prochloron didemni divamide A gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Prochloron didemni	Bacteria,Cyanobacteria,Synechococcales,Prochloraceae,Prochloron
BGC0001579	BGC0001579	Streptomyces cinnamoneus strain ATCC 12686 scaffold18, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Streptomyces cinnamoneus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cinnamoneus group
BGC0001582	BGC0001582	Nonomuraea sp. MJM5123 ecumicin gene cluster, partial sequence	lanthipeptide-class-iv.NRPS	Others	Nonomuraea sp. MJM5123	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001602	BGC0001602	Lactobacillus gasseri LA327 DNA, gassericin-T gene cluster	RiPP-like	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001618	BGC0001618	Staphylococcus hyicus plasmid pRJ109 hyicin 3682 gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Staphylococcus hyicus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0001632	BGC0001632	Microcystis aeruginosa NIES-88 scaffold10, whole genome shotgun sequence	cyanobactin	RiPPs	Microcystis aeruginosa NIES-88	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001633	BGC0001633	Streptomyces mobaraensis NBRC 13819 = DSM 40847 contig018, whole genome shotgun sequence	guanidinotides	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001634	BGC0001634	Streptomyces sp. NRRL F-5702 contig3.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. NRRL F-5702	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001639	BGC0001639	Klebsiella pneumoniae strain MGH168 scaffold00002, whole genome shotgun sequence	RRE-containing	RiPPs	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
BGC0001640	BGC0001640	Kocuria rosea strain s17 kocurin biosynthetic gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Kocuria rosea	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
BGC0001645	BGC0001645	Streptomyces sp. NRRL S-118 P205_Doro1_scaffold34, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. NRRL S-118	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001655	BGC0001655	Nocardiopsis alba DSM 43377 contig_10, whole genome shotgun sequence	lassopeptide	RiPPs	Nocardiopsis alba DSM 43377	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0001660	BGC0001660	Marinactinospora thermotolerans strain SCSIO 00652 mathermycin gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001669	BGC0001669	Microbacterium arborescens strain 5913 microvionin biosynthetic gene cluster, complete sequence	lanthipeptide-class-ii.lipolanthine.furan	Others	Microbacterium arborescens	Bacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
BGC0001674	BGC0001674	Streptomyces mirabilis strain OK461 genome assembly, contig: Ga0007938_103, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces mirabilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001696	BGC0001696	Streptomyces sp. DNA, neothioviridamide biosynthetic gene cluster, strain: MSB090213SC12	lanthipeptide-class-v.thioamitides	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001701	BGC0001701	Blautia obeum strain A2-162 nisin O biosynthetic gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Blautia obeum	Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia
BGC0001707	BGC0001707	Streptomyces sp. strain SCSIO 1682 molecular chaperone GroES, mobilization protein, LSU ribosomal protein L11P, and transposase genes, complete cds; nosiheptide biosynthetic gene cluster, complete sequence; and serine/threonine protein kinase, hypothetical protein, transposase, serine/threonine protein kinase, and transposase genes, complete cds	thiopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001727	BGC0001727	Paenibacillus polymyxa E681, complete genome	lanthipeptide-class-i	RiPPs	Paenibacillus polymyxa E681	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001733	BGC0001733	Pleurocapsa sp. PCC 7327, complete sequence	RRE-containing.spliceotide	RiPPs	Pleurocapsa sp. PCC 7327	Bacteria,Cyanobacteria,Pleurocapsales,Hyellaceae,Pleurocapsa,unclassified Pleurocapsa
BGC0001735	BGC0001735	Streptomyces antibioticus strain NRRL 3238 pentostatin biosynthetic gene cluster, complete sequence	linaridin	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001743	BGC0001743	Lactiplantibacillus plantarum strain NI326 contig_0075, whole genome shotgun sequence	RiPP-like	RiPPs	Lactiplantibacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
BGC0001745	BGC0001745	Pleurocapsa sp. PCC 7319 Pleur7319scaffold_5, whole genome shotgun sequence	proteusin.spliceotide	RiPPs	Pleurocapsa sp. PCC 7319	Bacteria,Cyanobacteria,Pleurocapsales,Hyellaceae,Pleurocapsa,unclassified Pleurocapsa
BGC0001753	BGC0001753	Streptomyces globisporus subsp. globisporus strain NRRL B-2709 contig3.1, whole genome shotgun sequence	RiPP-like.thiopeptide	RiPPs	Streptomyces globisporus subsp. globisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001779	BGC0001779	Streptomyces nodosus strain ATCC 14899 genome	RRE-containing	RiPPs	Streptomyces nodosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001781	BGC0001781	Planomonospora sphaerica DNA, contig: NODE_12_L315350_C40, whole genome shotgun sequence	lassopeptide	RiPPs	Planomonospora sphaerica	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planomonospora
BGC0001786	BGC0001786	Novosphingobium subterraneum strain DSM 12447 NJ75_contig000028, whole genome shotgun sequence	lassopeptide	RiPPs	Novosphingobium subterraneum	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
BGC0001787	BGC0001787	Streptococcus suis strain 3908 lantibiotic gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Streptococcus suis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001788	BGC0001788	Streptococcus suis strain 65 lantibiotic gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Streptococcus suis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001789	BGC0001789	Streptococcus suis strain 90-1330 lantibiotic gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Streptococcus suis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001797	BGC0001797	Streptomyces anulatus genes for telomestatin biosynthetic gene cluster, complete sequence, strain: 3533-SV4	LAP	RiPPs	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001800	BGC0001800	Candidatus Entotheonella serta isolate TSWB1 polyketide synthase (tnaA), polyketide synthase (tnaB), polyketide synthase / nonribosomal peptide synthase hybrid (tnaC), putative dioxygenase (tnaD), putative nonribosomal peptide synthase (tnaE), nonribosomal peptide synthase (tnaF), putative monooxygenase (tnaG), nonribosomal peptide synthase-like protein (tnaE), glycosyltransferase (tnaI), DUF2063-containing hypothetical protein, hypothetical protein, putative dehydrogenase, and transport protein genes, complete cds; and transport protein gene, partial cds	RiPP-like.NRPS.T1PKS	Others	Candidatus Entotheonella serta	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella
BGC0001802	BGC0001802	Streptomyces malaysiense thioholgamide biosynthetic gene cluster, complete sequence	lanthipeptide-class-v.thioamitides	RiPPs	Streptomyces malaysiense	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001849	BGC0001849	Streptomyces varsoviensis strain NRRL ISP-5346 contig11.1, whole genome shotgun sequence	thioamitides	RiPPs	Streptomyces varsoviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001860	BGC0001860	Thermobispora bispora DSM 43833, complete genome	LAP.thiopeptide	RiPPs	Thermobispora bispora DSM 43833	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermobispora
BGC0001861	BGC0001861	Bacillus cereus BAG2O-1 genomic scaffold acfXE-supercont1.8, whole genome shotgun sequence	glycocin	RiPPs	Bacillus cereus BAG2O-1	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001862	BGC0001862	Aeribacillus pallidus strain 8 NODE_62, whole genome shotgun sequence	glycocin	RiPPs	Aeribacillus pallidus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus
BGC0001863	BGC0001863	Bacillus mycoides strain CER074 supercont1.4, whole genome shotgun sequence	glycocin	RiPPs	Bacillus mycoides	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001867	BGC0001867	Prochlorococcus marinus MIT9313 complete genome	lanthipeptide-class-ii	RiPPs	Prochlorococcus marinus str. MIT 9313	Bacteria,Cyanobacteria,Synechococcales,Prochlorococcaceae,Prochlorococcus
BGC0001880	BGC0001880	Scytonema sp. UIC 10036 hypothetical protein genes, complete cds; scytodecamide gene cluster, complete sequence; and hypothetical protein and CCA tRNA nucleotidyltransferase genes, complete cds	cyanobactin	RiPPs	Scytonema sp. UIC 10036	Bacteria,Cyanobacteria,Nostocales,Scytonemataceae,Scytonema,unclassified Scytonema
BGC0001889	BGC0001889	Thermobifida fusca YX, complete genome	lassopeptide	RiPPs	Thermobifida fusca YX	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida
BGC0001920	BGC0001920	Streptomyces sp. M-271 DNA, MS-271 biosynthetic gene cluster	lassopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001929	BGC0001929	Streptococcus ferus strain NCTC12278 genome assembly, chromosome: 1	RaS-RiPP	RiPPs	Streptococcus ferus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002004	BGC0002004	Methylosinus trichosporium OB3b chromosome, complete genome	RiPP-like	RiPPs	Methylosinus trichosporium OB3b	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus
BGC0002006	BGC0002006	Streptomyces albus strain ZD11 chromosome, complete genome	lassopeptide	RiPPs	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002013	BGC0002013	Streptomyces curacoi strain DSM 40107 PRJNA299217_s004, whole genome shotgun sequence	LAP	RiPPs	Streptomyces curacoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002015	BGC0002015	Streptomyces sp. ZS0098 contig44, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sp. ZS0098	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002049	BGC0002049	Nostoc punctiforme PCC 73102, complete sequence	microviridin	RiPPs	Nostoc punctiforme PCC 73102	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0002053	BGC0002053	Streptomyces sp. strain ID38640 ulleungdin biosynthetic gene cluster, complete sequence	lassopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002064	BGC0002064	Amycolatopsis sp. YIM 10 chromosome, complete genome	lassopeptide	RiPPs	Amycolatopsis sp. YIM 10	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0002074	BGC0002074	Streptomyces huasconensis strain HST28 huascopeptin biosynthetic gene cluster, complete sequence	lassopeptide	RiPPs	Streptomyces huasconensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002110	BGC0002110	Streptomyces rimosus subsp. rimosus strain WC-3908 birimositide gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Streptomyces rimosus subsp. rimosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002111	BGC0002111	Bacillus thuringiensis serovar andalousiensis strain NRRL B-23139 chromosome	lanthipeptide-class-iii	RiPPs	Bacillus thuringiensis serovar andalousiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002120	BGC0002120	Nocardia terpenica strain IFM 0706 000003Farrow, whole genome shotgun sequence	LAP.thioamitides.thiopeptide	RiPPs	Nocardia terpenica	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0002130	BGC0002130	Streptomyces cacaoi strain CA-170360	lanthipeptide-class-v	RiPPs	Streptomyces cacaoi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002132	BGC0002132	Methylosinus sp. LW4 MetLW4DRAFT_scaffold2.2, whole genome shotgun sequence	RiPP-like	RiPPs	Methylosinus sp. LW4	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,unclassified Methylosinus
BGC0002133	BGC0002133	Methylosinus sp. LW3 METLW3DRAFT_contig2.2_C, whole genome shotgun sequence	RiPP-like	RiPPs	Methylosinus sp. LW3	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,unclassified Methylosinus
BGC0002144	BGC0002144	Rhizobium sp. Pop5 Contig684, whole genome shotgun sequence	LAP	RiPPs	Rhizobium sp. Pop5	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0002289	BGC0002289	Streptomyces leeuwenhoekii strain C34 (= DSM 42122 = NRRL B-24963) genome assembly, chromosome: chromosome	lassopeptide	RiPPs	Streptomyces leeuwenhoekii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002298	BGC0002298	Sanguibacter keddieii DSM 10542, complete genome	lassopeptide	RiPPs	Sanguibacter keddieii DSM 10542	Bacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter
BGC0002303	BGC0002303	Streptomyces pristinaespiralis strain HCCB 10218, complete genome	lanthipeptide-class-v	RiPPs	Streptomyces pristinaespiralis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002306	BGC0002306	Paenibacillus polymyxa ATCC 842 PPt02_scaffold1, whole genome shotgun sequence	ranthipeptide	RiPPs	Paenibacillus polymyxa ATCC 842	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0002307	BGC0002307	Streptomyces humidus strain CA-100629 humidimycin biosynthetic gene cluster, complete sequence	lassopeptide	RiPPs	Streptomyces humidus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002311	BGC0002311	Cutibacterium acnes KPA171202 chromosome, complete genome	thiopeptide	RiPPs	Cutibacterium acnes KPA171202	Bacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
BGC0002312	BGC0002312	Burkholderia ubonensis strain MSMB2014WGS MSMB2014WGS_119, whole genome shotgun sequence	lassopeptide	RiPPs	Burkholderia ubonensis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0002316	BGC0002316	Saccharopolyspora cebuensis strain DSM 45019 cebulantin biosynthetic gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Saccharopolyspora cebuensis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
BGC0002317	BGC0002317	Pantoea agglomerans strain P10c PAP10c_contig_8, whole genome shotgun sequence	RRE-containing	RiPPs	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans group
BGC0002318	BGC0002318	Streptomyces canus strain DSM 40017 genomic scaffold PRJNA299229_s014, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces canus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0002319	BGC0002319	Streptomyces sp. strain GSL-6C salinipeptin gene cluster, complete sequence	linaridin	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002322	BGC0002322	Citrobacter sp. CIP 55.13 genome assembly Citrobacter_pasteurii_55-13, contig contig_129, whole genome shotgun sequence	lassopeptide	RiPPs	Citrobacter pasteurii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
BGC0002323	BGC0002323	Staphylococcus capitis strain APC2923 plasmid pJOS_01, complete sequence	lanthipeptide-class-i	RiPPs	Staphylococcus capitis	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0002325	BGC0002325	Burkholderia rhizoxinica HKI 454, complete genome	lassopeptide	RiPPs	Mycetohabitans rhizoxinica HKI 454	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0002328	BGC0002328	Ruminiclostridium cellulolyticum H10 chromosome, complete genome	cyclic-lactone-autoinducer	RiPPs	Ruminiclostridium cellulolyticum H10	Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium
BGC0002330	BGC0002330	Kamptonema sp. PCC 6506 landornamide biosynthetic gene cluster, complete sequence	proteusin.lanthipeptide-class-ii	RiPPs	Kamptonema sp. PCC 6506	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Kamptonema
BGC0002337	BGC0002337	Streptomyces sp. NRRL S-1022 contig38.1, whole genome shotgun sequence	lanthipeptide-class-iv	RiPPs	Streptomyces sp. NRRL S-1022	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002346	BGC0002346	Saccharopolyspora sp. strain KY21 kyamicin biosynthetic gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Saccharopolyspora sp.	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,unclassified Saccharopolyspora
BGC0002353	BGC0002353	Micromonospora carbonacea strain africana chromosome, complete genome	LAP.thiopeptide	RiPPs	Micromonospora carbonacea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0002363	BGC0002363	Streptomyces sp. strain SCSIO11878 genomic sequence, sequence	LAP.thiopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002380	BGC0002380	Microcystis aeruginosa EAWAG127a unitig_0_quiver_arrow, whole genome shotgun sequence	microviridin	RiPPs	Microcystis aeruginosa EAWAG127a	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0002382	BGC0002382	Grimontia marina strain CECT 8713 genome assembly, contig: 0027, whole genome shotgun sequence	microviridin	RiPPs	Grimontia marina	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia
BGC0002425	BGC0002425	Streptomyces sp. strain PKU-MA01240 stlassin biosynthetic gene cluster, complete sequence	lassopeptide	RiPPs	Streptomyces sp.	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002447	BGC0002447	Bacillus cereus strain DDD103 cerecyclin biosynthesis gene cluster, complete sequence	RiPP-like	RiPPs	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0002485	BGC0002485	Desmonostoc sp. PCC 7906 muscoride biosynthetic gene cluster, complete sequence	RRE-containing.cyanobactin	RiPPs	Desmonostoc sp. PCC 7906	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Desmonostoc
BGC0002486	BGC0002486	Tolypothrix sp. PCC 7601 strain UTEX B 481 genomic scaffold FDUTEX481_Contig6, whole genome shotgun sequence	cyanobactin	RiPPs	Tolypothrix sp. PCC 7601	Bacteria,Cyanobacteria,Nostocales,Tolypothrichaceae,Tolypothrix,unclassified Tolypothrix
BGC0002524	BGC0002524	Bacillus sp. Xin1 bacicyclicin XIN-1 biosynthetic gene cluster, complete sequence; and BacE (bacE) gene, complete cds	RiPP-like	RiPPs	Bacillus sp. Xin1	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0002551	BGC0002551	Nostoc sp. UHCC-0398 muscoride biosynthetic gene cluster, complete sequence	RRE-containing.cyanobactin	RiPPs	Nostoc sp. UHCC-0398	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0002560	BGC0002560	Streptomyces sp. NRRL S-4 P198contig2.1, whole genome shotgun sequence	lanthipeptide-class-v.thioamitides	RiPPs	Streptomyces sp. NRRL S-4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0002575	BGC0002575	Streptococcus suis strain LSS65 genome assembly, contig: ERS132427SCcontig000001, whole genome shotgun sequence	lassopeptide	RiPPs	Streptococcus suis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0002576	BGC0002576	Thermoactinomyces sp. strain YM3-251 McmL gene, complete cds	RRE-containing	RiPPs	Thermoactinomyces sp.	Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,unclassified Thermoactinomyces
