sampleID	family_number	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy	marker_lineage	number_genomes	number_markers	number_marker_sets	completeness	contamination	strain_heterogeneity	genome_size_bp	number_ambiguous_bases	number_scaffolds	number_contigs	n50_scaffolds	n50_contigs	mean_scaffold_length_bp	mean_contig_length_bp	longest_scaffold_bp	longest_contig_bp	gc	gc_std_scaffolds_1kbp	coding_density	translation_table	number_predicted_genes	x0	x1	x2	x3	x4	x5	genome	parent	class	order	family	genus	species
MMO-29	3647	contig00001	contig00001 len=460779 cov=40.6 corr=0 origname=NODE_1_length_460779_cov_40.633335_pilon sw=shovill-spades/1.1.0 date=20220826	NI-siderophore	Others	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	98.7	0.23	0	2482763	0	94	94	131128	131128	26412	26412	460779	460779	73.1	5.02	90.69	11	2280	6	450	1	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
MMO-67	3647	contig00017	contig00017 len=30562 cov=37.8 corr=0 origname=NODE_17_length_30562_cov_37.772126_pilon sw=shovill-spades/1.1.0 date=20220827	NI-siderophore	Others	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	98.7	0.23	0	2493782	0	95	95	189420	189420	26250	26250	362454	362454	72.9	8.43	90.55	11	2280	6	450	1	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
USHLN229	3647	contig00015	contig00015 len=44051 cov=37.4 corr=0 origname=NODE_15_length_44051_cov_37.435662_pilon sw=shovill-spades/1.1.0 date=20220829	NI-siderophore	Others	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	98.7	0.46	0	2415502	0	94	94	142593	142593	25696	25696	471271	471271	73.2	6.02	90.53	11	2228	6	449	2	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
USHLN232	3647	contig00004	contig00004 len=149976 cov=35.7 corr=0 origname=NODE_4_length_149976_cov_35.685630_pilon sw=shovill-spades/1.1.0 date=20220829	NI-siderophore	Others	NA	NA	f__Micrococcaceae (UID1623)	39	457	218	98.86	0.23	0	2493650	0	105	105	140150	140150	23749	23749	364697	364697	73	5.91	90.43	11	2298	6	450	1	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
MMO-127	3665	contig00011	contig00011 len=165644 cov=39.7 corr=0 origname=NODE_11_length_165644_cov_39.731842_pilon sw=shovill-spades/1.1.0 date=20220812	resorcinol.arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0	0	4545338	0	56	56	236189	236189	81166	81166	652365	652365	35.8	3.7	86.91	11	4198	0	324	0	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
MMO-55	3665	contig00012	contig00012 len=165644 cov=46.1 corr=0 origname=NODE_12_length_165644_cov_46.062870_pilon sw=shovill-spades/1.1.0 date=20220827	resorcinol.arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0	0	4543769	0	48	48	241699	241699	94661	94661	652407	652407	35.8	3.51	86.94	11	4195	0	324	0	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
MMO-72	3665	contig00012	contig00012 len=165791 cov=58.7 corr=0 origname=NODE_12_length_165791_cov_58.700785_pilon sw=shovill-spades/1.1.0 date=20220827	resorcinol.arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0	0	4543384	0	47	47	257609	257609	96667	96667	555859	555859	35.8	3.61	86.94	11	4192	0	324	0	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
USHLN227	3665	contig00004	contig00004 len=196793 cov=44.2 corr=0 origname=NODE_4_length_196793_cov_44.246011_pilon sw=shovill-spades/1.1.0 date=20220829	resorcinol.arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	100	0.49	0	4411847	0	125	125	128748	128748	35294	35294	223958	223958	35.9	2.1	87.12	11	4067	0	322	2	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium mucoviscidosis
VD8	3665	contig00012	contig00012 len=38135 cov=4.8 corr=18 origname=NODE_12_length_38135_cov_4.786071_pilon sw=shovill-spades/1.1.0 date=20220627	arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	98.77	0.81	80	4765640	0	528	528	16513	16513	9025	9025	68674	68674	35.7	2.58	87.39	11	4690	3	316	5	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
VD8	3665	contig00142	contig00142 len=11709 cov=4.3 corr=10 origname=NODE_142_length_11709_cov_4.253238_pilon sw=shovill-spades/1.1.0 date=20220627	resorcinol	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	98.77	0.81	80	4765640	0	528	528	16513	16513	9025	9025	68674	68674	35.7	2.58	87.39	11	4690	3	316	5	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
VD8	3665	contig00256	contig00256 len=6078 cov=4.5 corr=4 origname=NODE_256_length_6078_cov_4.480255_pilon sw=shovill-spades/1.1.0 date=20220627	arylpolyene	Others	NA	NA	o__Flavobacteriales (UID2815)	123	324	204	98.77	0.81	80	4765640	0	528	528	16513	16513	9025	9025	68674	68674	35.7	2.58	87.39	11	4690	3	316	5	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp013153155
MMO-56	3678	contig00001	contig00001 len=369762 cov=43.1 corr=0 origname=NODE_1_length_369762_cov_43.050929_pilon sw=shovill-spades/1.1.0 date=20220828	betalactone	Others	NA	NA	o__Actinomycetales (UID1593)	69	399	197	99.49	1.02	0	3720635	0	70	70	190759	190759	53151	53151	369762	369762	71	4.52	91.79	11	3540	1	394	4	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	NA
MMO-70	3678	contig00002	contig00002 len=386288 cov=39.9 corr=0 origname=NODE_2_length_386288_cov_39.863389_pilon sw=shovill-spades/1.1.0 date=20220827	betalactone	Others	NA	NA	o__Actinomycetales (UID1593)	69	399	197	99.49	1.02	0	3735437	0	94	94	180322	180322	39738	39738	577879	577879	71	4.26	91.72	11	3560	1	394	4	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	NA
MMO-79	3678	contig00017	contig00017 len=101250 cov=41.8 corr=0 origname=NODE_17_length_101250_cov_41.812941_pilon sw=shovill-spades/1.1.0 date=20220827	betalactone	Others	NA	NA	o__Actinomycetales (UID1593)	69	399	197	99.49	1.02	0	3735682	0	96	96	150131	150131	38913	38913	577879	577879	71	4.26	91.68	11	3562	1	394	4	0	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	NA
MMO-54	3679	contig00004	contig00004 len=540478 cov=26.9 corr=0 origname=NODE_4_length_540478_cov_26.853992_pilon sw=shovill-spades/1.1.0 date=20220826	arylpolyene	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5621369	0	60	60	463408	463408	93689	93689	849402	849402	40.3	2.55	89.03	11	4802	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-68	3679	contig00004	contig00004 len=540649 cov=36.8 corr=0 origname=NODE_4_length_540649_cov_36.775520_pilon sw=shovill-spades/1.1.0 date=20220827	arylpolyene	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620411	0	53	53	540649	540649	106045	106045	849387	849387	40.3	3.17	89.05	11	4805	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-80	3679	contig00003	contig00003 len=540649 cov=39.3 corr=0 origname=NODE_3_length_540649_cov_39.253980_pilon sw=shovill-spades/1.1.0 date=20220827	arylpolyene	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5621734	0	62	62	417893	417893	90673	90673	778179	778179	40.3	2.39	89.02	11	4798	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-87	3679	contig00004	contig00004 len=540478 cov=29.7 corr=0 origname=NODE_4_length_540478_cov_29.680001_pilon sw=shovill-spades/1.1.0 date=20220823	arylpolyene	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620463	0	52	52	540478	540478	108085	108085	849413	849413	40.3	3.38	89.04	11	4800	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-93	3679	contig00004	contig00004 len=540478 cov=33.7 corr=0 origname=NODE_4_length_540478_cov_33.689076_pilon sw=shovill-spades/1.1.0 date=20220823	arylpolyene	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620165	0	51	51	540478	540478	110199	110199	849386	849386	40.3	3.17	89.05	11	4802	0	313	3	0	0	0	Isolate assembled genome	NA	NA	NA	NA	NA	NA
MMO-81	3684	contig00002	contig00002 len=379494 cov=48.3 corr=0 origname=NODE_2_length_379494_cov_48.310092_pilon sw=shovill-spades/1.1.0 date=20220827	terpene.T3PKS	Others	NA	NA	g__Staphylococcus (UID294)	60	773	178	99.81	0.11	0	2462728	0	101	101	327997	327997	24383	24383	642561	642561	32.7	5.76	85.13	11	2463	1	770	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
MMO-81	3687	contig00004	contig00004 len=310634 cov=51.5 corr=0 origname=NODE_4_length_310634_cov_51.513726_pilon sw=shovill-spades/1.1.0 date=20220827	opine-like-metallophore.lanthipeptide-class-v	Others	NA	NA	g__Staphylococcus (UID294)	60	773	178	99.81	0.11	0	2462728	0	101	101	327997	327997	24383	24383	642561	642561	32.7	5.76	85.13	11	2463	1	770	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
MMO-142	3711	contig00025	contig00025 len=101240 cov=30.6 corr=0 origname=NODE_25_length_101240_cov_30.574623_pilon sw=shovill-spades/1.1.0 date=20220812	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	99.84	2.86	0	6305097	0	115	115	241146	241146	54826	54826	453782	453782	39.7	5.07	88.41	11	5554	1	311	2	2	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium siyangense
MMO-146	3711	contig00024	contig00024 len=100951 cov=17.3 corr=0 origname=NODE_24_length_100951_cov_17.269268_pilon sw=shovill-spades/1.1.0 date=20220812	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	99.84	2.86	0	6291384	0	102	102	241146	241146	61680	61680	453782	453782	39.7	2.88	88.51	11	5545	1	311	2	2	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium siyangense
MMO-54	3711	contig00001	contig00001 len=849402 cov=29.6 corr=0 origname=NODE_1_length_849402_cov_29.602735_pilon sw=shovill-spades/1.1.0 date=20220826	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5621369	0	60	60	463408	463408	93689	93689	849402	849402	40.3	2.55	89.03	11	4802	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-68	3711	contig00001	contig00001 len=849387 cov=39.6 corr=0 origname=NODE_1_length_849387_cov_39.579288_pilon sw=shovill-spades/1.1.0 date=20220827	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620411	0	53	53	540649	540649	106045	106045	849387	849387	40.3	3.17	89.05	11	4805	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-80	3711	contig00005	contig00005 len=417893 cov=40.9 corr=0 origname=NODE_5_length_417893_cov_40.854443_pilon sw=shovill-spades/1.1.0 date=20220827	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5621734	0	62	62	417893	417893	90673	90673	778179	778179	40.3	2.39	89.02	11	4798	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-87	3711	contig00001	contig00001 len=849413 cov=30.9 corr=0 origname=NODE_1_length_849413_cov_30.935253_pilon sw=shovill-spades/1.1.0 date=20220823	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620463	0	52	52	540478	540478	108085	108085	849413	849413	40.3	3.38	89.04	11	4800	0	313	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium multivorum
MMO-93	3711	contig00001	contig00001 len=849386 cov=35.3 corr=0 origname=NODE_1_length_849386_cov_35.325593_pilon sw=shovill-spades/1.1.0 date=20220823	betalactone	Others	NA	NA	p__Bacteroidetes (UID2605)	350	316	210	100	1.19	0	5620165	0	51	51	540478	540478	110199	110199	849386	849386	40.3	3.17	89.05	11	4802	0	313	3	0	0	0	Isolate assembled genome	NA	NA	NA	NA	NA	NA
MMO-8	3725	contig00001	contig00001 len=1435673 cov=43.2 corr=0 origname=NODE_1_length_1435673_cov_43.155030_pilon sw=shovill-spades/1.1.0 date=20220823	redox-cofactor.NRPS	Others	NA	NA	o__Actinomycetales (UID1814)	148	572	276	99.58	0.29	0	4252524	0	23	23	1018726	1018726	184892	184892	1435673	1435673	66.2	3.8	92.63	11	4074	2	568	1	1	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia sp016919385
MMO-8	3732	contig00002	contig00002 len=1018726 cov=47.4 corr=0 origname=NODE_2_length_1018726_cov_47.393116_pilon sw=shovill-spades/1.1.0 date=20220823	butyrolactone	Others	NA	NA	o__Actinomycetales (UID1814)	148	572	276	99.58	0.29	0	4252524	0	23	23	1018726	1018726	184892	184892	1435673	1435673	66.2	3.8	92.63	11	4074	2	568	1	1	0	0	Isolate assembled genome	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia sp016919385
CR11	3762	contig00002	contig00002 len=800477 cov=12.9 corr=0 origname=NODE_2_length_800477_cov_12.865368_pilon sw=shovill-spades/1.1.0 date=20220624	NI-siderophore	Others	NA	NA	g__Staphylococcus (UID298)	56	805	176	99.38	0.65	0	2219645	0	49	49	800477	800477	45298	45298	989688	989688	31.4	7.36	86.16	11	2158	5	798	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis
MMO-99	3762	contig00012	contig00012 len=59431 cov=38.1 corr=0 origname=NODE_12_length_59431_cov_38.142094_pilon sw=shovill-spades/1.1.0 date=20220823	NI-siderophore	Others	NA	NA	g__Staphylococcus (UID298)	56	805	176	99.38	0.71	0	2209771	0	75	75	143299	143299	29463	29463	318462	318462	31.5	5.03	86.22	11	2149	5	798	2	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis
USMM114	3762	contig00007	contig00007 len=116258 cov=41.7 corr=0 origname=NODE_7_length_116258_cov_41.719278_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	g__Staphylococcus (UID298)	56	805	176	99.38	0.85	0	2208788	0	99	99	119288	119288	22310	22310	346043	346043	31.3	5.45	86.4	11	2184	5	797	3	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis
USMM116	3762	contig00007	contig00007 len=116259 cov=42.0 corr=0 origname=NODE_7_length_116259_cov_41.999802_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	g__Staphylococcus (UID298)	56	805	176	99.38	0.85	0	2207603	0	90	90	119288	119288	24528	24528	346043	346043	31.4	5.52	86.42	11	2177	5	797	3	0	0	0	Isolate assembled genome	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis
S242	3767	contig00014	contig00014 len=128086 cov=6.4 corr=1 origname=NODE_14_length_128086_cov_6.392385_pilon sw=shovill-spades/1.1.0 date=20220627	NRP-metallophore.NRPS	Others	NA	NA	c__Gammaproteobacteria (UID4754)	541	304	171	99.97	0.58	0	4805224	0	197	197	160349	160349	24392	24392	574050	574050	61.2	3.91	87.53	11	4397	1	302	1	0	0	0	Isolate assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
SRR13132392.6	3818	k141_134248	k141_134248	betalactone	Others	NA	NA	c__Gammaproteobacteria (UID4442)	899	311	184	98.91	0	0	3708447	0	10	10	789213	789213	370844	370844	1189693	1189693	51.2	1.08	87.43	11	3457	30	281	0	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella morganii
SRR14196804.3	3831	k141_9357	k141_9357	terpene.NRPS-like	Others	NA	NA	o__Actinomycetales (UID1593)	69	400	198	97.42	0.55	25	2791685	0	253	253	16024	16024	11034	11034	47971	47971	70.3	1.76	92.64	11	2876	6	390	4	0	0	0	Metagenome assembled genome	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium ginsengisoli
SRR14196806.2	3834	k141_37950	k141_37950	NI-siderophore	Others	NA	NA	o__Burkholderiales (UID4000)	193	427	214	90.24	0.76	0	3641414	0	652	652	7363	7363	5584	5584	32530	32530	52.7	2.33	88.02	11	3721	42	381	4	0	0	0	Metagenome assembled genome	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Undibacterium	Undibacterium squillarum
ERR3376858.2	3839	k141_53431	k141_53431	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	96.77	2.15	0	3818905	0	28	28	179912	179912	136389	136389	471605	471605	35.3	1.48	89.36	11	3521	3	146	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
ERR3376861.4	3839	k141_29611	k141_29611	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	98.92	1.08	0	3684999	0	84	84	188656	188656	43869	43869	640632	640632	35.3	1.44	89.62	11	3459	1	149	2	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
MMO-105	3839	contig00003	contig00003 len=471496 cov=30.2 corr=0 origname=NODE_3_length_471496_cov_30.158904_pilon sw=shovill-spades/1.1.0 date=20220812	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4154769	0	38	38	408763	408763	109336	109336	645362	645362	35.3	3.63	89.41	11	3870	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
MMO-16	3839	contig00003	contig00003 len=471496 cov=35.9 corr=0 origname=NODE_3_length_471496_cov_35.886223_pilon sw=shovill-spades/1.1.0 date=20220813	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4155861	0	46	46	408713	408713	90344	90344	645362	645362	35.3	3.63	89.42	11	3878	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
MMO-21	3839	contig00003	contig00003 len=471496 cov=33.0 corr=0 origname=NODE_3_length_471496_cov_33.018159_pilon sw=shovill-spades/1.1.0 date=20220822	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4156184	0	51	51	408722	408722	81493	81493	645362	645362	35.3	3.51	89.39	11	3876	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR12517348.2	3839	k141_3992	k141_3992	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	1.08	0	3997477	0	46	46	276873	276873	86901	86901	753576	753576	35.4	2.39	89.68	11	3764	0	151	1	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR12517350.3	3839	k141_5794	k141_5794	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	98.92	0	0	3874507	0	24	24	248156	248156	161437	161437	613356	613356	35.5	1	89.77	11	3627	2	150	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR12517354.1	3839	k141_3029	k141_3029	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	1.08	0	3975573	0	42	42	248156	248156	94656	94656	613354	613354	35.4	2.15	89.64	11	3724	0	151	1	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR13132388.2	3839	k141_244186	k141_244186	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4230892	0	20	20	545855	545855	211544	211544	885363	885363	35.9	1.33	90.28	11	3980	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
SRR13132389.4	3839	k141_450757	k141_450757	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	99.9	1.08	100	4268490	0	115	115	73298	73298	37117	37117	237576	237576	35.8	1.77	90.3	11	4096	1	150	1	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
SRR13132390.2	3839	k141_307797	k141_307797	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4212102	0	53	53	182407	182407	79473	79473	327706	327706	35.9	1.19	90.39	11	3969	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
SRR13132392.5	3839	k141_159880	k141_159880	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4179053	0	16	16	545855	545855	261190	261190	885516	885516	35.9	0.84	90.26	11	3909	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
SRR13132393.1	3839	k141_87778	k141_87778	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4179794	0	31	31	304977	304977	134832	134832	586786	586786	35.9	0.79	90.29	11	3925	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
SRR14196804.1	3839	k141_6323	k141_6323	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	0	0	4031044	0	19	19	357071	357071	212160	212160	561567	561567	35.4	0.61	89.51	11	3699	0	152	0	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196806.3	3839	k141_69354	k141_69354	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4069417	0	21	21	471555	471555	193781	193781	720216	720216	35.4	1.25	89.61	11	3758	0	149	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196807.2	3839	k141_48389	k141_48389	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4115346	0	28	28	471539	471539	146976	146976	720124	720124	35.3	2.61	89.54	11	3819	0	149	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
SRR14196810.2	3839	k141_150692	k141_150692	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	90.66	2.15	0	3535012	0	893	893	4611	4611	3958	3958	19603	19603	35.4	2.54	88.79	11	3893	12	137	3	0	0	0	Metagenome assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM094	3839	contig00004	contig00004 len=471495 cov=35.4 corr=0 origname=NODE_4_length_471495_cov_35.430396_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170254	0	41	41	471495	471495	101713	101713	763660	763660	35.3	3.7	89.33	11	3883	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM095	3839	contig00004	contig00004 len=471495 cov=35.0 corr=0 origname=NODE_4_length_471495_cov_34.963851_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170772	0	43	43	471495	471495	96994	96994	763711	763711	35.3	3.79	89.34	11	3887	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
USMM096	3839	contig00003	contig00003 len=471495 cov=34.8 corr=0 origname=NODE_3_length_471495_cov_34.840408_pilon sw=shovill-spades/1.1.0 date=20221108	NI-siderophore	Others	NA	NA	k__Bacteria (UID2565)	2921	152	93	100	2.15	0	4170870	0	44	44	427630	427630	94792	94792	645362	645362	35.3	3.54	89.33	11	3889	0	149	3	0	0	0	Isolate assembled genome	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
