BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000804	BGC0000804	Streptomyces coelicoflavus ZG0656 contig2060, whole genome shotgun sequence		Others	Streptomyces coelicoflavus ZG0656	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000806	BGC0000806	Glycomyces sp. NRRL B-16210 phosphonate biosynthetic gene cluster, partial sequence	other	Others	Glycomyces sp. NRRL B-16210	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,unclassified Glycomyces
BGC0000807	BGC0000807	Stackebrandtia nassauensis DSM 44728, complete genome	other	Others	Stackebrandtia nassauensis DSM 44728	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
BGC0000809	BGC0000809	Actinomadura melliaura strain SCC 1655 NADH oxidase and hypothetical proteins genes, complete cds; AT2433 biosynthetic gene cluster, complete sequence; and unknown genes	thiopeptide.LAP.indole	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000810	BGC0000810	Zea mays cultivar B73 chromosome 4		Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0000811	BGC0000811	Aspergillus fumigatus Af293 chromosome 2 afu1_92, whole genome shotgun sequence	indole	Others	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000812	BGC0000812	Shiraia sp. slf14 huperzine A biosynthesis gene cluster, complete sequence		Others	Shiraia sp. slf14	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Shiraiaceae,Shiraia,unclassified Shiraia
BGC0000813	BGC0000813	Nonomuraea longicatena K-252a biosynthesis gene cluster, complete sequence	indole	Others	Nonomuraea longicatena	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000814	BGC0000814	Nonomuraea longicatena strain NRRL15532 putative transcriptional regulator gene, partial cds; putative amidase, integral membrane protein, putative threonine synthase, ATP-dependent RNA helicase, and putative ArsR family transcriptional regulator genes, complete cds; K-252a biosynthetic gene cluster, complete sequence; and putative peptide transport system secreted peptide binding protein, putative peptide transport system permease, putative peptide transport permease, putative ABC transporter ATP-binding protein, and putative peptide transport ATP-binding protein genes, complete cds	indole	Others	Nonomuraea longicatena	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000815	BGC0000815	Neotyphodium uncinatum isolate e167 LOL-1 loline alkaloid production gene cluster, complete sequence		Others	Epichloe uncinata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0000816	BGC0000816	Malbranchea aurantiaca strain RRC1813 malbrancheamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Malbranchea aurantiaca	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenaceae,Malbranchea
BGC0000817	BGC0000817	Uncultured bacterium clone NM343 methylarcyriarubin tryptophan dimer gene cluster, partial sequence	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000818	BGC0000818	UNVERIFIED: Aspergillus versicolor strain NRRL35600 +notoamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000819	BGC0000819	Penicillium fellutanum strain ATCC 20841 paraherquamide biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Penicillium fellutanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000820	BGC0000820	Streptomyces griseofuscus strain NRRL 5324 physostigmine biosynthetic gene cluster, complete sequence		Others	Streptomyces griseofuscus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000821	BGC0000821	Lechevalieria aerocolonigenes rebeccamycin biosynthetic gene cluster, complete cds	indole	Others	Lentzea aerocolonigenes	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea
BGC0000825	BGC0000825	Streptomyces sp. TP-A0274 staurosporine biosynthetic gene cluster (staR, staB, staA, staN, staG, staO, staD, staP, staMA, staJ, staK, staI, staE, staMB), complete cds	indole	Others	Streptomyces sp. TP-A0274	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000826	BGC0000826	Streptomyces clavuligerus ATCC 27064 plasmid pSCL4, whole genome shotgun sequence	indole	Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000827	BGC0000827	Salinispora arenicola CNS-205, complete genome	indole	Others	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000829	BGC0000829	Chromobacterium violaceum violacein biosynthetic gene cluster, complete sequence	indole	Others	Chromobacterium violaceum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
BGC0000830	BGC0000830	Uncultured bacterium violacein gene cluster, complete sequence	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000831	BGC0000831	Duganella sp. B2 violacein biosynthetic gene cluster, complete sequence	indole	Others	Duganella sp. B2	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia group,Duganella,unclassified Duganella
BGC0000832	BGC0000832	Streptomyces roseochromogenes subsp. oscitans clorobiocin biosynthetic gene cluster, complete sequence	PKS-like.aminocoumarin	Others	Streptomyces roseochromogenus subsp. oscitans DS 12.976	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000833	BGC0000833	Streptomyces rishiriensis strain DSM 40489 hypothetical protein gene, partial cds; putative FK506-binding protein gene, complete cds; coumermycin A1 biosynthetic gene cluster, complete sequence; and DNA gyrase subunit B (gyrB-Rc) and DNA gyrase subunit B (parYR) genes, complete cds	PKS-like.aminocoumarin	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000834	BGC0000834	Streptomyces niveus strain NCIMB 9219 novobiocin biosynthetic gene cluster, complete sequence; and GyrB_R (gyrB_R) gene, complete cds	aminocoumarin	Others	Streptomyces niveus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000836	BGC0000836	Escherichia coli CFT073, complete genome	arylpolyene	Others	Escherichia coli CFT073	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000837	BGC0000837	Vibrio fischeri ES114 chromosome I, complete sequence	arylpolyene	Others	Aliivibrio fischeri ES114	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
BGC0000838	BGC0000838	Flavobacterium johnsoniae UW101, complete genome	resorcinol.arylpolyene	Others	Flavobacterium johnsoniae UW101	Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
BGC0000839	BGC0000839	Chitinophaga pinensis DSM 2588, complete genome	arylpolyene	Others	Chitinophaga pinensis DSM 2588	Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
BGC0000840	BGC0000840	Xanthomonas oryzae pv. oryzae xanthomonadin biosynthetic gene cluster, partial seqence		Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000841	BGC0000841	Streptomyces clavuligerus ATCC 27064 plasmid pSCL4, whole genome shotgun sequence	blactam	Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000842	BGC0000842	Streptomyces argenteolus strain ATCC 11009 hypothetical protein and arabinofuranosidase genes, complete cds; and MM4550 gene cluster, complete sequence	blactam	Others	Streptomyces argenteolus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000843	BGC0000843	Streptomyces clavuligerus ATCC 27064 chromosome, whole genome shotgun sequence	blactam	Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000844	BGC0000844	Streptomyces clavuligerus clavulanic acid biosynthetic gene cluster, partial sequence		Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000845	BGC0000845	Streptomyces clavuligerus ATCC 27064 supercont1.1 genomic scaffold, whole genome shotgun sequence	blactam	Others	Streptomyces clavuligerus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000846	BGC0000846	Pseudomonas syringae tabtoxin biosynthetic gene cluster, complete sequence	blactam	Others	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000847	BGC0000847	Streptomyces cattleya thienamycin gene cluster	blactam	Others	Streptomyces cattleya	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000848	BGC0000848	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	butyrolactone	Others	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000849	BGC0000849	Streptomyces coelicolor A3(2) complete genome	butyrolactone	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000850	BGC0000850	Streptomyces acidiscabies 84.104 GBL gene cluster, complete sequence	butyrolactone	Others	Streptomyces acidiscabies	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000852	BGC0000852	Bacillus pasteurii osmotically regulated ectoine biosynthesis gene cluster, complete sequence	ectoine	Others	Sporosarcina pasteurii	Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
BGC0000853	BGC0000853	Streptomyces chrysomallus ectoine biosynthesis gene cluster, complete sequence	ectoine	Others	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000854	BGC0000854	Methylobacter alcaliphilus ectoine biosynthesis gene cluster, complete sequence; and putative ectoine hydroxylase (phy) gene, complete cds	ectoine	Others	Methylotuvimicrobium alcaliphilum 20Z	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium
BGC0000855	BGC0000855	Methylomicrobium kenyense strain AMO1 ectoine biosynthesis gene cluster, complete sequence	ectoine	Others	Methylotuvimicrobium kenyense	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium
BGC0000856	BGC0000856	Methylophaga thalassica strain MT ectoine biosynthesis gene cluster, complete sequence; and aspartokinase (ask) gene, partial cds	ectoine	Others	Methylophaga thalassica	Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
BGC0000857	BGC0000857	Methylophaga alcalica strain M8 putative transcriptional regulator gene, complete cds; ectoine biosynthesis gene cluster, complete sequence; and aspartokinase (ask) gene, partial cds	ectoine	Others	Methylophaga alcalica	Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
BGC0000858	BGC0000858	Methylobacter marinus ectoine biosynthesis gene cluster, complete sequence; and transporter solute:sodium symporter (SSS) family protein (ssf) gene, complete cds	ectoine	Others	Methylobacter marinus	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter
BGC0000859	BGC0000859	Methylobacter alcaliphilus ectoine biosynthesis gene cluster, complete sequence; and aspartokinase (ask) gene, partial cds	ectoine	Others	Methylotuvimicrobium alcaliphilum	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium
BGC0000860	BGC0000860	Methylarcula marina strain h1 ectoine biosynthesis gene cluster, complete sequence; and aspartokinase (ask) gene, partial cds	ectoine	Others	Methylarcula marina	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Methylarcula
BGC0000861	BGC0000861	Shewanella sp. BR-2 eicosapantaenoic acid synthesis gene cluster, complete sequence	PUFA.hglE-KS	Others	Shewanella sp. BR-2	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
BGC0000862	BGC0000862	Shewanella pneumatophori strain SCRC-2738 eicosapentaenoic acid (EPA) synthesis gene cluster, complete sequence	PUFA.hglE-KS	Others	Shewanella pneumatophori	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
BGC0000863	BGC0000863	Pseudoalteromonas sp. DS-12 eicosapentaenoic acid synthesis gene cluster, complete sequence	PUFA.hglE-KS	Others	Pseudoalteromonas sp. DS-12	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0000864	BGC0000864	Moritella marina genes, complete cds, similar to eicosapentaenoic acid synthesis gene cluster	PUFA.T1PKS.hglE-KS	Others	Moritella marina ATCC 15381	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
BGC0000865	BGC0000865	Photobacterium profundum strain SS9 methyl-accepting chemotaxis protein gene, partial cds; putative steroid dehydrogenase, putative acyl-CoA ligase, putative haloalkane dehalogenase, and 3-oxoacyl-acyl carrier protein synthase III (fabH) genes, complete cds; eicosapentaenoic fatty acid biosynthetic gene cluster pfa, complete sequence; alkaline serine protease gene, complete cds; formyltetrahydrofolate deformylase (purU) gene, partial cds; and unknown genes	PUFA.hglE-KS	Others	Photobacterium profundum SS9	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
BGC0000866	BGC0000866	Burkholderia sp. DSMZ 9242 polyhydroxyalkanoate biosynthesis gene cluster and unknown gene, complete cds		Others	Burkholderia sp. DSM 9242	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0000867	BGC0000867	Ectothiorhodospira shaposhnikovii polyhydroxyalkanoic acid biosynthetic gene cluster, complete sequence		Others	Ectothiorhodospira shaposhnikovii	Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira
BGC0000868	BGC0000868	Bacillus subtilis 168 teichuronic acid operon, tuaABCDEFGH genes, complete sequence		Others	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000870	BGC0000870	Mycobacterium tuberculosis H37Rv complete genome		Others	Mycobacterium tuberculosis H37Rv	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex
BGC0000872	BGC0000872	Streptomyces sp. SANK 60405 DNA, A-90289 biosynthetic gene cluster region, complete cds	T3PKS.nucleoside	Others	Streptomyces sp. SANK 60405	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000873	BGC0000873	Saccharothrix mutabilis subsp. capreolus A201A biosynthetic gene cluster	nucleoside.arylpolyene	Others	Saccharothrix mutabilis subsp. capreolus	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
BGC0000875	BGC0000875	Streptomyces sp. MK730-62F2 caprazamycin biosynthetic gene cluster, complete sequence	nucleoside	Others	Streptomyces sp. MK730-62F2	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000877	BGC0000877	Streptomyces cacaoi subsp. asoensis polyoxin biosynthetic gene cluster, complete sequence	nucleoside	Others	Streptomyces asoensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000878	BGC0000878	Streptomyces alboniger napH, pur7, pur10, pur6, pur4, pur5 and pur3 genes	nucleoside	Others	Streptomyces alboniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0000879	BGC0000879	Streptomyces rimosus toyocamycin/sangivamycin biosynthesis gene cluster, complete sequence	nucleoside	Others	Streptomyces rimosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000880	BGC0000880	Streptomyces chartreusis strain NRRL3882 tunicamycin biosynthesis gene cluster, complete sequence	nucleoside	Others	Streptomyces chartreusis NRRL 3882	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000881	BGC0000881	Streptomyces ahygroscopicus subsp. wuzhouensis strain S91 toyocamycin biosynthetic gene cluster, complete sequence	nucleoside	Others	Streptomyces ahygroscopicus subsp. wuzhouensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000882	BGC0000882	Streptomyces rimofaciens strain ZJU5119 mildiomycin biosynthetic gene cluster and flanking regions, complete cds		Others	Streptomyces rimofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000883	BGC0000883	Streptomyces arginensis strain NRRL15941 arginomycin gene cluster, partial sequence		Others	Streptomyces arginensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000884	BGC0000884	Pseudomonas syringae pv. syringae strain 22d/93 amino acid exporter protein (mrsC), aminotransferase subfamily I gamma (mrsB), and methyltransferase type 12 (mrsA) genes, complete cds		Others	Pseudomonas syringae pv. syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000885	BGC0000885	Streptomyces murayamaensis 4-Hydroxy-3-nitrosobenzamide biosynthesis gene cluster (orf1, nspT, nspA, nspS, orf2, nspR, nspJ, nspI, nspH, nspE, nspF, nspN, orf3, orf4), complete cds	melanin	Others	Streptomyces murayamaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000886	BGC0000886	Streptomyces tsukubaensis strain NRLL18488 allylmalonyl-CoA biosynthesis gene cluster, complete sequence; and FkbG (fkbG) gene, complete cds		Others	Streptomyces tsukubensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000887	BGC0000887	Anabaena circinalis AWQC131C toxin biosynthesis gene cluster, complete sequence		Others	Dolichospermum circinale AWQC131C	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum circinale
BGC0000888	BGC0000888	Bacillus sp. CS93 bacilysin biosynthetic gene cluster, partial sequence	other	Others	Bacillus sp. CS93	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000889	BGC0000889	Streptomyces sp. WK-5344 DNA, fev gene cluster, complete sequence	melanin	Others	Streptomyces sp. WK-5344	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000890	BGC0000890	Pseudoalteromonas phenolica O-BC30 bmp gene cluster, complete sequence	PBDE	Others	Pseudoalteromonas phenolica O-BC30	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0000891	BGC0000891	Pseudoalteromonas luteoviolacea 2ta16 Pl2ta16__Contig158, whole genome shotgun sequence	PBDE	Others	Pseudoalteromonas luteoviolacea 2ta16	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0000892	BGC0000892	Burkholderia gladioli BSR3 chromosome 1, complete sequence		Others	Burkholderia gladioli BSR3	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0000894	BGC0000894	Monascus aurantiacus citrinin biosynthesis gene cluster, complete sequence		Others	Monascus aurantiacus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus
BGC0000895	BGC0000895	Lactobacillus plantarum subsp. plantarum citrulline biosynthetic gene cluster (carAB operon and argC, J, B, D, F-ccl operon) and usg and dsg partial sequences		Others	Lactiplantibacillus plantarum subsp. plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus
BGC0000896	BGC0000896	Streptomyces lavendulae subsp. lavendulae genomic DNA, D-cycloserine biosynthetic gene cluster (dcsA, dcsB, dcsC, dcsD, dcsE, dcsF, dcsG, dcsH, dcsI, dcsJ), complete sequence		Others	Streptomyces lavendulae subsp. lavendulae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000897	BGC0000897	Streptomyces luridus strain NRRL 1510 putative transglycosylase gene, complete cds; and dehydrophos biosynthetic gene cluster, partial sequence	phosphonate	Others	Streptomyces luridus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000898	BGC0000898	Streptomyces venezuelae desosamine biosynthetic gene cluster, complete sequence		Others	Streptomyces venezuelae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000899	BGC0000899	Streptomyces narbonensis desosamine biosynthetic gene cluster, partial sequence		Others	Streptomyces narbonensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000903	BGC0000903	Streptomyces cattleya fluorometabolite biosynthesis gene cluster		Others	Streptomyces cattleya	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000904	BGC0000904	Streptomyces rubellomurinus FR900098 biosynthetic gene cluster, complete sequence; and dxrB (dxrB) gene, complete cds	phosphonate	Others	Streptomyces rubellomurinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000905	BGC0000905	Heliobacillus mobilis heme d1 biosynthesis gene cluster, partial sequence		Others	Heliobacterium mobile	Bacteria,Firmicutes,Clostridia,Eubacteriales,Heliobacteriaceae,Heliobacterium
BGC0000906	BGC0000906	Heliophilum fasciatum heme d1 biosynthesis gene cluster, complete sequence		Others	Heliophilum fasciatum	Bacteria,Firmicutes,Clostridia,Eubacteriales,Heliobacteriaceae,Heliophilum
BGC0000907	BGC0000907	Streptomyces lincolnensis culture-collection ATCC:25466 lincomycin biosynthetic gene cluster, complete sequence	other	Others	Streptomyces lincolnensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000908	BGC0000908	Streptomyces avermitilis melanin biosynthetic gene cluster	melanin	Others	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000909	BGC0000909	Streptomyces avermitilis putative melanin biosynthetic gene cluster	melanin	Others	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000910	BGC0000910	Streptomyces coelicolor A3(2) complete genome	melanin	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000911	BGC0000911	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	melanin	Others	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000912	BGC0000912	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	melanin	Others	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000913	BGC0000913	Enterobacter cloacae NADH dehydrogenase subunit N gene, partial cds; putative chemotaxis signal trancription protein, ribonuclease Z, GCN-related N-acetyltransferase, and ElaB (elaB) genes, complete cds; menaquinone biosynthesis gene cluster, complete sequence; and TctA (tctA) gene, partial cds		Others	Enterobacter cloacae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex
BGC0000914	BGC0000914	Streptomyces coelicolor plasmid SCP1	furan.butyrolactone	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000915	BGC0000915	Streptomyces lavendulae LinA-like, cytochrome P450 hydroxylases, MitT (mitT), MitS (mitS), MitR (mitR), MitQ (mitQ), MitP (mitP), MitO (mitO), MitN (mitN), MitM (mitM), MitL (mitL), MitK (mitK), MitJ (mitJ), MitI (mitI), MitH (mitH), MitG (mitG), MitF (mitF), MitE (mitE), MitD (mitD), MitC (mitC), MitB (mitB), MitA (mitA), MmcA (mmcA), MmcB (mmcB), MmcC (mmcC), MmcD (mmcD), MmcE (mmcE), MmcF (mmcF), MmcG (mmcG), MmcH (mmcH), MmcI (mmcI), MmcJ (mmcJ), MmcK (mmcK), MmcL (mmcL), MmcM (mmcM), MmcN (mmcN), MmcO (mmcO), Mrd (mrd), MmcP (mmcP), MmcQ (mmcQ), MmcR (mmcR), MmcS (mmcS), MmcT (mmcT), MmcU (mmcU), MmcV (mmcV), Mct (mct), MmcW (mmcW), MmcX (mmcX), and MmcY (mmcY) genes, complete cds; and unknown genes	other	Others	Streptomyces lavendulae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000916	BGC0000916	Staphylococcus carnosus NarQ-like protein gene, partial cds; galactose operon, complete sequence; and molybdenum cofactor biosynthetic gene cluster, complete sequence		Others	Staphylococcus carnosus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000917	BGC0000917	Rhodobacter capsulatus molybdenum cofactor biosynthetic gene cluster, partial sequence		Others	Rhodobacter capsulatus	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
BGC0000918	BGC0000918	Streptomyces avermitilis ochronotic pigment biosynthetic gene cluster		Others	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000919	BGC0000919	Pseudomonas syringae phaseolotoxin gene cluster, complete sequence		Others	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000920	BGC0000920	Bacillus cereus strain SPV PHA biosynthetic gene cluster, complete sequence		Others	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000922	BGC0000922	Pseudomonas aeruginosa PAO1, complete genome		Others	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000923	BGC0000923	Pseudomonas aeruginosa pyoverdine chromophore biosynthesis gene cluster including PvcA (pvcA), PvcB (pvcB), PvcC (pvcC), and PvcD (pvcD) genes, complete cds, and transcriptional activator PtxR (ptxR) gene, complete cds		Others	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
