BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001014	BGC0001014	Ralstonia solanacearum GMI1000 chromosome complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Ralstonia solanacearum GMI1000	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
BGC0001015	BGC0001015	Planktothrix agardhii microcystin synthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Planktothrix agardhii NIVA-CYA 126/8	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0001016	BGC0001016	Anabaena sp. 90 hypothetical protein genes, complete cds; microcystin biosynthesis gene cluster, complete sequence; and putative transposase (atn1) gene, complete cds	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Anabaena sp. 90	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena,unclassified Anabaena
BGC0001017	BGC0001017	Microcystis aeruginosa PCC 7806 DNA polymerase III beta subunit (dnaN) gene, partial cds; microcystin synthetase gene cluster, complete sequence; Uma1 (uma1), Uma2 (uma2), Uma3 (uma3), Uma4 (uma4), and Uma5 (uma5) genes, complete cds; and Uma6 (uma6) gene, partial cds	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Microcystis aeruginosa PCC 7806	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001019	BGC0001019	Sorangium cellulosum strain So ce38 microsclerodermin biosynthesis gene cluster, complete sequence	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001022	BGC0001022	Stigmatella aurantiaca myxalamid biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001023	BGC0001023	Stigmatella aurantiaca myxochromide S biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001024	BGC0001024	Stigmatella aurantiaca myxothiazol gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001025	BGC0001025	Myxococcus xanthus DK 1622, complete genome	transAT-PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0001026	BGC0001026	Metarhizium anisopliae strain ARSEF 2575 NG-391 biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Metarhizium anisopliae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium
BGC0001028	BGC0001028	Nostoc sp. GSV224 nostopeptolide biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nostoc sp. GSV224	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001029	BGC0001029	Nostoc sp. 152 ResB-like protein gene, partial cds; ABC transporter, hypothetical protein, GTP cyclohydrolase, hypothetical proteins, and putative RNA ligase genes, complete cds; nostophycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Nostoc sp. 152	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001030	BGC0001030	Penicillium nordicum culture DAOMC:185683 ochratoxin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium nordicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001033	BGC0001033	Paenibacillus larvae subsp. larvae DSM 25430, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001034	BGC0001034	Sorangium cellulosum pellasoren biosynthesis gene cluster, strain So ce38	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001036	BGC0001036	Streptomyces sp. MK498-98F14 3-dehydroquinate synthase gene, complete cds; polyoxypeptin gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. MK498-98F14	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001037	BGC0001037	Aspergillus fumigatus Af293 chromosome 8, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0001039	BGC0001039	Streptomyces pyridomyceticus strain NRRL B-2517 pyridomycin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces pyridomyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001040	BGC0001040	S.hygroscopicus gene cluster for polyketide immunosuppressant rapamycin	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Streptomyces rapamycinicus NRRL 5491	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0001041	BGC0001041	Salinispora tropica CNB-440, complete genome	transAT-PKS-like.T1PKS.NRPS-like	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001042	BGC0001042	Streptomyces flaveolus strain DSM 9954 cytochrome P450 monooxygenase gene, partial cds; hypothetical protein, acyl carrier protein, CoA ligase, methyltransferase, putative p450 monooxygenase, deoxyadenosine kinase, dehydrogenase, LysR family regulator, putative protein kinase, hypothetical proteins, TetR-like family regulator, transglycosylase-associated protein, Ser/Arg-related nuclear matrix-like protein, and chimeric AFGP/trypsinogen-like serine protease precursor, genes, complete cds; sanglifehrin A biosynthesis gene cluster, complete sequence; hypothetical protein genes, complete cds; insertion sequence IS4 and insertion sequence transposase genes, complete cds; hypothetical protein, TetR-family transcriptional regulator, and FAD-dependent monooxygenase genes, complete cds; and putative endoribonuclease gene, partial cds	T1PKS.hglE-KS.PKS-like.NRPS	PKS-NRP_Hybrids	Streptomyces flaveolus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001043	BGC0001043	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001047	BGC0001047	Pseudomonas syringae slyABCDE gene and ORF1, ORF7 and ORF8	T1PKS.NRPS	PKS-NRP_Hybrids	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001048	BGC0001048	Streptoalloteichus hindustanus strain ATCC 31158 tallysomycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Streptoalloteichus hindustanus	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus
BGC0001049	BGC0001049	Beauveria bassiana tenellin biosynthesis gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001051	BGC0001051	Sorangium cellulosum strain So ce895 thuggacin biosynthetic gene cluster; complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001052	BGC0001052	Streptomyces sp. 307-9 tirandamycin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. 307-9	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001053	BGC0001053	Angiococcus disciformis partial ORF16, ORF15, ORF14, ORF13, ORF12, ORF11, ORF10, ORF9, ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, tubA gene, ORF2, tubZ gene, ORF1, tubB gene, tubC gene, tubD gene, tubE gene, tubF gene, ORF17, ORF18, ORF19, ORF20, tubG gene, ORF21, ORF22, ORF23 and ORF24, strain An d48	T1PKS.NRPS	PKS-NRP_Hybrids	Archangium disciforme	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Archangium
BGC0001054	BGC0001054	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001055	BGC0001055	Escherichia coli genome fragment containing the yersiniabactin, cob and pdu gene clusters, strain A0 34/86	T1PKS.NRPS	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0001057	BGC0001057	Gibberella zeae aldehyde dehydrogenase (ALD), heterokaryon incompatibility protein (HET), non-ribosomal peptide synthetase (NPS), monocarboxylate transporter like-protein (MCT), and K+ channel protein (KAT) genes, complete cds; PKS gene cluster, complete sequence; and polyketide synthase (PKS13), bZIP domain-containing transcription factor (ZEB2), protein kinase Eg2-like protein (STK), and Ca2+ ATPase (ACA) genes, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001059	BGC0001059	Bacillus cereus strain UW85 zwittermicin A biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001063	BGC0001063	Streptomyces coelicolor A3(2) complete genome	T1PKS.NRPS-like.prodigiosin	PKS-NRP_Hybrids	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001066	BGC0001066	Streptomyces violaceoruber kendomycin biosynthetic gene cluster, strain 3844-33C	T1PKS.NRPS-like.T3PKS	PKS-NRP_Hybrids	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0001069	BGC0001069	Polyangium cellulosum hypothetical protein gene, complete cds; chivosazol biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds	T1PKS.transAT-PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001070	BGC0001070	Streptomyces collinus kirromycin biosynthesis gene cluster, strain Tu 365	T1PKS.transAT-PKS.NRPS	PKS-NRP_Hybrids	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001071	BGC0001071	Nostoc sp. 'Peltigera membranacea cyanobiont' trans-AT PKS gene cluster, complete sequence	transAT-PKS.PKS-like.T3PKS.NRPS.T1PKS	PKS-NRP_Hybrids	Nostoc sp. 'Peltigera membranacea cyanobiont'	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001088	BGC0001088	Xanthomonas albilineans gene cluster XALB1 for albicidin pathotoxin production	transAT-PKS-like.NRPS-like.NRPS	PKS-NRP_Hybrids	Xanthomonas albilineans	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0001089	BGC0001089	Bacillus amyloliquefaciens bae gene cluster directing biosynthesis of bacillaene, strain FZB42	T3PKS.transAT-PKS.NRPS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001090	BGC0001090	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	transAT-PKS.NRPS	PKS-NRP_Hybrids	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001091	BGC0001091	Corallococcus coralloides strain B035 antibiotic corallopyronin A biosynthetic gene cluster, complete sequence	transAT-PKS.NRPS-like.PKS-like	PKS-NRP_Hybrids	Corallococcus coralloides	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
BGC0001093	BGC0001093	Polyangium cellulosum strain So ce12 disorazole biosynthesis gene cluster, complete sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001098	BGC0001098	Bacillus subtilis yxjC, yxjD, yxjE, yxjF, ituD, ituA, ituB, ituC, xynD genes, partial and complete cds	transAT-PKS.NRPS	PKS-NRP_Hybrids	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001099	BGC0001099	Pseudomonas fluorescens strain BCCM_ID9359 kalimantacin/batumin biosynthesis gene cluster, complete sequence	T3PKS.transAT-PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001101	BGC0001101	Streptomyces atroolivaceus leinamycin biosynthetic gene cluster, complete sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids	Streptomyces atroolivaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001102	BGC0001102	Burkholderia thailandensis E264 chromosome II, complete sequence	T1PKS.transAT-PKS.NRPS-like	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001103	BGC0001103	Bacillus subtilis mycosubtilin operon, complete sequence	transAT-PKS.NRPS	PKS-NRP_Hybrids	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001105	BGC0001105	Symbiont bacterium of Theonella swinhoei clone 1e4 onnamide biosynthesis genes, partial sequence	transAT-PKS-like.T3PKS.NRPS	PKS-NRP_Hybrids	symbiont bacterium of Theonella swinhoei Bacteria.	
BGC0001106	BGC0001106	Streptomyces albus strain JA3453 oxazolomycin biosynthetic gene cluster, complete sequence	transAT-PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001108	BGC0001108	Symbiont bacterium of Paederus fuscipes putative isocitrate dehydrogenase kinase/phosphatase gene, partial cds; and putative dioxygenase, putative pederin biosynthesis mixed type I polyketide synthase/nonribosomal peptide synthetase gene cluster, hypothetical protein, putative RNA methylase, hypothetical protein, and putative aldehyde dehydrogenase genes, complete cds	transAT-PKS.NRPS	PKS-NRP_Hybrids	symbiont bacterium of Paederus fuscipes Bacteria.	
BGC0001109	BGC0001109	Novel Gene Cluster of Pederin Biosynthesis Genes	transAT-PKS.NRPS	PKS-NRP_Hybrids	unidentified unclassified sequences.	
BGC0001110	BGC0001110	Uncultured bacterium psy1 psymberin biosynthetic gene cluster, partial sequence	transAT-PKS.prodigiosin.NRPS.PKS-like	PKS-NRP_Hybrids	uncultured bacterium psy1	Bacteria,environmental samples
BGC0001111	BGC0001111	Stigmatella aurantiaca rhizopodin biosynthetic gene cluster, strain Sg a15	transAT-PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001112	BGC0001112	Burkholderia rhizoxina rhizoxin operon (rhiIGABCDHEF genes), strain B1	transAT-PKS.NRPS-like	PKS-NRP_Hybrids	Mycetohabitans rhizoxinica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans
BGC0001113	BGC0001113	Burkholderia sp. FERM BP-3421 spliceostatin/FR901464 biosynthetic gene cluster, complete sequence	transAT-PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Burkholderia sp. FERM BP-3421	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001114	BGC0001114	Burkholderia thailandensis strain MSMB43 putative transcriptional regulator, putative alkyl hydroperoxide reductase subunit F, putative alkyl hydroperoxide reductase subunit C, TstA (tstA), TstC (tstC), TstDEF (tstDEF), TstGH (tstGH), TstI (tstI), TstJ (tstJ), TstK (tstK), TstL (tstL), TstM (tstM), TstN (tstN), TstO (tstO), TstB (tstB), TstR (tstR), TstQ (tstQ), TstP (tstP), TrpC indole-3-glycerol phosphate synthase, and ExoU type III effector protein genes, complete cds	transAT-PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Burkholderia thailandensis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001115	BGC0001115	Pseudoalteromonas sp. SANK 73390 plasmid pTML1 carrying thiomarinol biosynthesis cluster	NRPS.transAT-PKS.PKS-like.T3PKS	PKS-NRP_Hybrids	Pseudoalteromonas sp. SANK 73390	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0001116	BGC0001116	Streptomyces virginiae virginiamycin synthetic gene cluster (visF, visE, vmsT, virN, virM, vmsS, varL, virK, virJ, virI, virH, virG, virF, virE, virD, virC, virB, virA), partial and complete cds	transAT-PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Streptomyces virginiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001119	BGC0001119	Streptomyces sp. HKI0576 divergolide biosynthetic gene cluster	T1PKS.NRPS-like	PKS-NRP_Hybrids	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001122	BGC0001122	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001125	BGC0001125	Cylindrospermum alatosporum CCALA 988 ORF1 (orf1) gene, complete cds; and puw gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cylindrospermum alatosporum CCALA 988	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001136	BGC0001136	Beauveria bassiana strain 992.05 desmethylbassianin biosynthetic gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001160	BGC0001160	Synechococcus sp. PCC 7002, complete genome	T1PKS.NRPS-like	PKS-NRP_Hybrids	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,unclassified Synechococcus
BGC0001161	BGC0001161	Moorea bouillonii PNG5-198 fatty acyl ACP ligase and polyketide synthase genes, complete cds	T1PKS.NRPS-like	PKS-NRP_Hybrids	Moorena bouillonii PNG	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001162	BGC0001162	Moorea producens JHB fatty acyl ACP ligase and polyketide synthase genes, complete cds	T1PKS.NRPS-like	PKS-NRP_Hybrids	Moorena producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001163	BGC0001163	Lyngbya majuscula 3L genomic scaffold scf45985, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Moorena producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Moorena
BGC0001164	BGC0001164	Cyanothece sp. PCC 7822, complete genome	T1PKS.NRPS-like	PKS-NRP_Hybrids	Gloeothece verrucosa PCC 7822	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Aphanothecaceae,Gloeothece,Gloeothece verrucosa
BGC0001165	BGC0001165	Lyngbya majuscula strain 19L curacin biosynthesis gene cluster, complete sequence	T1PKS.PKS-like.T3PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0001178	BGC0001178	Actinoplanes sp. ATCC 53533 UK-68,597 biosynthetic gene cluster, complete sequence	T3PKS.NRPS	PKS-NRP_Hybrids	Actinoplanes sp. ATCC 53533	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,unclassified Actinoplanes
BGC0001182	BGC0001182	Chaetomium globosum CBS 148.51 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001187	BGC0001187	Glarea lozoyensis strain ATCC 20868 glpks3/glnrps7 operon, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001190	BGC0001190	Fusarium verticillioides 7600 chromosome 3, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Fusarium verticillioides 7600	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001195	BGC0001195	Nocardiopsis sp. CMB-M0232 nocardiopsin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nocardiopsis sp. CMB-M0232	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,unclassified Nocardiopsis
BGC0001202	BGC0001202	Uncultured bacterium AR_412 landepoxcin biosynthetic gene cluster, complete sequence	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	uncultured bacterium AR_412	Bacteria,environmental samples
BGC0001203	BGC0001203	Uncultured bacterium AR_456 clarepoxcin biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	uncultured bacterium AR_456	Bacteria,environmental samples
BGC0001212	BGC0001212	Nannocystis sp. MB1016 nannocystin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Nannocystis sp. MB1016	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis,unclassified Nannocystis
BGC0001215	BGC0001215	Streptomyces conglobatus conglobatin biosynthetic gene cluster, strain ATCC 31005	T1PKS.NRPS-like	PKS-NRP_Hybrids	Streptomyces conglobatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001216	BGC0001216	Streptomyces sp. CNQ431 splenocin biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. CNQ431	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001218	BGC0001218	Isaria fumosorosea strain ARSEF 2679 fumosorinone biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Cordyceps fumosorosea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Cordyceps
BGC0001230	BGC0001230	TPA_exp: Streptomyces sp. CNB091 sln biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. CNB091	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001231	BGC0001231	Jahnella sp. MSr9139 microsclerodermin biosynthesis gene cluster, complete sequence	T1PKS.NRPS-like.NRPS	PKS-NRP_Hybrids	Jahnella sp. MSr9139	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Jahnella,unclassified Jahnella
BGC0001233	BGC0001233	Streptomyces sp. DSM 11171 feglymycin biosynthesis gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Streptomyces sp. DSM 11171	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001235	BGC0001235	Polyangium spumosum strain Pl sm9 ant biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Polyangium spumosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium
BGC0001236	BGC0001236	Streptomyces afghaniensis strain NRRL5621 thiotetroamide biosynthesis gene cluster, complete sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Streptomyces afghaniensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001237	BGC0001237	Salinispora pacifica DSM 45543 thiolactomycin biosynthesis gene cluster, complete sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Salinispora pacifica DSM 45543 = CNS-863	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001255	BGC0001255	Fusarium heterosporum strain ATCC 74349 equisetin gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium heterosporum species complex
BGC0001268	BGC0001268	Gibberella fujikuroi strain IMI 58289 FusA (fusA) gene, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
