sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,internal_id,seq_run,seq_sumission_date,data_return_date,internal_date_isolate_received,source_lab,isolation_date,sample_location,sample_location_lat,sample_location_lon,sample_source,lab_field_derived,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,mosquito_species,mosquito_strain_lab,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,confirmed_growth_media,confirmed_growth_temp,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,SRA_accession_no,SRA_accession_URL
HN128,contig00028,region001,NRPS,True,[0:1767],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN128,UW-1,29-Sep-21,01-Nov-21,,Coon_Kerri,21-Jul-21,"Madison,WI,USA;North_America",43.075,-89.417,mosquito,lab,,,,,Aedes_aegypti,Thai,adults,female,non_blood_fed,midgut,YPD,28.0,Pass,99.5,0.0,3715003.0,85.0,43705.0,489182.0,60.3,3435.0,353636.0,4941656.0,197.0,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia sp003994335,GCF_003994335.1,99.99,0.96,SAMN37642654,https://www.ncbi.nlm.nih.gov/sra/37642654
HN132,contig00001,region001,RiPP,False,[5000:7205],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,HN132,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,99.96,0.55,3621917.0,98.0,36958.0,500870.0,38.4,3522.0,273786.0,10608924.0,436.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,97.04,0.87,SAMN37642663,https://www.ncbi.nlm.nih.gov/sra/37642663
HN132,contig00001,region002,other,False,[5000:10073],20000.0,IucA_IucC,NI-siderophore,1.0,single,HN132,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,99.96,0.55,3621917.0,98.0,36958.0,500870.0,38.4,3522.0,273786.0,10608924.0,436.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,97.04,0.87,SAMN37642663,https://www.ncbi.nlm.nih.gov/sra/37642663
HN132,contig00003,region001,other,False,[20000:21230],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN132,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,99.96,0.55,3621917.0,98.0,36958.0,500870.0,38.4,3522.0,273786.0,10608924.0,436.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,97.04,0.87,SAMN37642663,https://www.ncbi.nlm.nih.gov/sra/37642663
HN132,contig00006,region001,other,False,[20000:23598],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN132,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,99.96,0.55,3621917.0,98.0,36958.0,500870.0,38.4,3522.0,273786.0,10608924.0,436.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,97.04,0.87,SAMN37642663,https://www.ncbi.nlm.nih.gov/sra/37642663
HN132,contig00008,region001,NRPS,False,[15000:18999],5000.0,(AMP-binding and TIGR02353),NAPAA,1.0,neighbouring,HN132,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,99.96,0.55,3621917.0,98.0,36958.0,500870.0,38.4,3522.0,273786.0,10608924.0,436.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter modestus,GCF_014636095.1,97.04,0.87,SAMN37642663,https://www.ncbi.nlm.nih.gov/sra/37642663
HN151,contig00001,region001,other,False,[5000:9423],20000.0,IucA_IucC,NI-siderophore,1.0,neighbouring,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00002,region001,NRPS,False,[20000:39365],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00003,region001,RiPP,False,[10000:16466],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00004,region001,NRPS,False,[20000:36132],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00005,region001,other,False,[20000:22559],20000.0,ladderane,ladderane,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00006,region001,other,False,[10000:15702],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00006,region002,other,False,[10000:10645],20000.0,Autoind_synth,hserlactone,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00010,region001,other,True,[2425:6022],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN151,contig00011,region001,NRPS,False,[20000:27988],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN151,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6108733.0,240.0,25453.0,769468.0,53.6,5793.0,424892.0,3473584.0,84.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,SAMN37642664,https://www.ncbi.nlm.nih.gov/sra/37642664
HN157,contig00001,region001,other,False,[5000:9423],20000.0,IucA_IucC,NI-siderophore,1.0,neighbouring,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00002,region001,other,False,[20000:22559],20000.0,ladderane,ladderane,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00002,region002,NRPS,False,[20000:27988],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00003,region001,NRPS,False,[20000:39365],20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00004,region001,RiPP,False,[10000:16466],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00005,region001,NRPS,False,[20000:36132],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00006,region001,other,False,[10000:15702],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00006,region002,other,False,[10000:10645],20000.0,Autoind_synth,hserlactone,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN157,contig00011,region001,other,True,[20000:23597],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,single,HN157,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,R2A,28.0,Pass,99.94,0.06,6109119.0,247.0,24733.0,769353.0,53.6,5789.0,369436.0,3904685.0,95.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,SAMN37642665,https://www.ncbi.nlm.nih.gov/sra/37642665
HN162,contig00001,region001,NRPS,False,[20000:36534],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,HN162,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,100.0,0.07,5986419.0,138.0,43379.0,879857.0,55.1,5565.0,395796.0,3534291.0,87.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001598695.1,99.36,0.96,SAMN37642666,https://www.ncbi.nlm.nih.gov/sra/37642666
HN162,contig00001,region002,RiPP,False,[10000:16283],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN162,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,100.0,0.07,5986419.0,138.0,43379.0,879857.0,55.1,5565.0,395796.0,3534291.0,87.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001598695.1,99.36,0.96,SAMN37642666,https://www.ncbi.nlm.nih.gov/sra/37642666
HN162,contig00003,region001,PKS,False,[20000:29477],20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,1.0,neighbouring,HN162,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,100.0,0.07,5986419.0,138.0,43379.0,879857.0,55.1,5565.0,395796.0,3534291.0,87.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001598695.1,99.36,0.96,SAMN37642666,https://www.ncbi.nlm.nih.gov/sra/37642666
HN162,contig00005,region001,other,False,[20000:22526],20000.0,ladderane,ladderane,1.0,single,HN162,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,,,,,,,,,,,R2A,28.0,Pass,100.0,0.07,5986419.0,138.0,43379.0,879857.0,55.1,5565.0,395796.0,3534291.0,87.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001598695.1,99.36,0.96,SAMN37642666,https://www.ncbi.nlm.nih.gov/sra/37642666
HN166,contig00001,region001,other,True,[11402:14996],20000.0,(APE_KS1 or APE_KS2),arylpolyene,1.0,neighbouring,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00001,region002,NRPS,False,[20000:24544],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00001,region003,RiPP,False,[10000:16459],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00002,region001,NRPS,False,[20000:22982],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00002,region002,other,False,[10000:15646],10000.0,(HMGL-like and AMP-binding),betalactone,1.0,single,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00008,region001,other,True,[10000:10636],20000.0,Autoind_synth,hserlactone,1.0,single,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
HN166,contig00014,region001,NRPS,True,[269:14196],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,2.0,chemical_hybrid,HN166,UW-2,07-Jul-22,19-Aug-22,,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,,,,,Aedes_triseriatus,Iowa,larvae,unk,,whole_body,BHI,28.0,Pass,100.0,0.45,5675602.0,155.0,36616.0,2560301.0,55.1,5356.0,540069.0,4087529.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,SAMN37642667,https://www.ncbi.nlm.nih.gov/sra/37642667
